prompt,prompt_ko,subtitle,characters,scene_tag,style_tag,shot_type,duration,start_time,end_time,parent_scene
"the lady handing a sewing task to Dallae in the sewing room. Characters: Dallae (young seamstress in faded white jeogori), the lady of the house (graceful noblewoman in her fifties). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",마침 그 집 침방에는 일손이 모자랐습니다 대감 마님은 달래에게 바느질감을,마침 그 집 침방에는 일손이 모자랐습니다 대감 마님은 달래에게 바느질감을 한번 맡겨 보라 일렀지요,"달래,대감마님",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.210,466.420,476.630,S004
"stout Sundeok-eomeom standing with arms crossed in the sewing room, owner of the place. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",침방의 터줏대감은 찬모 순덕어멈이었어요,침방의 터줏대감은 찬모 순덕어멈이었어요,순덕어멈,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,4.440,476.630,481.070,S004
"Sundeok-eomeom glaring sideways at the new young woman. Characters: Sundeok-eomeom (stout kitchen woman in apron), Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","부엌과 침방을 오가며 이십 년을 이 집에서 산 순덕어멈은, 굴러 들어온 ","부엌과 침방을 오가며 이십 년을 이 집에서 산 순덕어멈은, 굴러 들어온 젊은 여인이 영 탐탁지 않았습니다","순덕어멈,달래",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,10.380,481.070,491.450,S004
"Sundeok-eomeom tossing a pile of worn-out socks in front of Dallae. Characters: Sundeok-eomeom (stout kitchen woman in apron), Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""말도 못 하는 것이 바늘이나 제대로 쥐겠어?"" 순덕어멈은 해진 버선 한","""말도 못 하는 것이 바늘이나 제대로 쥐겠어?"" 순덕어멈은 해진 버선 한 무더기를 달래 앞에 던져 주었습니다 가장 귀찮고 볼품없는 일이었지요","순덕어멈,달래",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.260,491.450,504.710,S004
"Dallae quietly mending socks until sunset, head bowed. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래는 아무 말 없이 버선을 집어 들었어요 그러고는 해가 기울 때까지 고,달래는 아무 말 없이 버선을 집어 들었어요 그러고는 해가 기울 때까지 고개 한 번 들지 않았습니다,달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.850,504.710,514.560,S004
"the lady turning a mended sock inside out, eyes widening. Characters: the lady of the house (graceful noblewoman in her fifties). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",저녁 무렵 버선을 살피러 온 대감 마님이 버선 한 짝을 뒤집어 보더니 눈,저녁 무렵 버선을 살피러 온 대감 마님이 버선 한 짝을 뒤집어 보더니 눈이 둥그레졌습니다,대감마님,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.540,514.560,523.100,S004
"close-up of an invisible slip stitch hiding the thread inside the fabric. Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",해진 자리를 기운 땀이 겉에서는 하나도 보이지 않았던 겁니다 안쪽으로만 ,해진 자리를 기운 땀이 겉에서는 하나도 보이지 않았던 겁니다 안쪽으로만 실을 숨겨 꿰매는 공그르기였지요,,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.270,523.100,533.370,S004
"Dallae adding charcoal to a brazier before dawn, burying an iron in the ashes. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at dawn, pale blue light through paper window, lamp burning low. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",침방의 하루는 새벽 화로에서 시작되었어요 달래는 식구들보다 먼저 일어나 ,"침방의 하루는 새벽 화로에서 시작되었어요 달래는 식구들보다 먼저 일어나 화로에 숯을 넣고, 잿더미 속에 인두를 묻어 달구었습니다",달래,chimbang_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.380,533.370,545.750,S004
"steam rising as the hot iron presses damp fabric. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at dawn, pale blue light through paper window, lamp burning low. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",인두가 달아오르면 옷감에 뿌린 물이 치익 소리를 내며 하얀 김으로 피어올,인두가 달아오르면 옷감에 뿌린 물이 치익 소리를 내며 하얀 김으로 피어올랐지요 해가 뜨면 마당 한쪽에서 다듬이 소리가 울렸습니다,달래,chimbang_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.670,545.750,558.420,S004
"Dallae and Sundeok-eomeom facing each other beating cloth on a fulling stone with wooden clubs. Characters: Dallae (young seamstress in faded white jeogori), Sundeok-eomeom (stout kitchen woman in apron). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","순덕어멈과 달래가 다듬잇돌을 사이에 두고 마주 앉으면, 또닥또닥 방망이 ","순덕어멈과 달래가 다듬잇돌을 사이에 두고 마주 앉으면, 또닥또닥 방망이 소리가 처음에는 어긋나다가도 어느새 한 박자로 맞아 들어갔어요","달래,순덕어멈",courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.170,558.420,570.590,S004
"the two women beating cloth in rhythm without a word, the lady admiring nearby. Characters: Dallae (young seamstress in faded white jeogori), Sundeok-eomeom (stout kitchen woman in apron). Setting: stone-paved courtyard of a Joseon noble mansion, wooden pillars, tiled roofs, daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","말 한마디 섞지 않는 두 사람이, 방망이 소리로만 이야기를 나누는 것 같","말 한마디 섞지 않는 두 사람이, 방망이 소리로만 이야기를 나누는 것 같았지요 ""아니, 이 솜씨가 어디서 났을꼬.""","달래,순덕어멈",courtyard,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.060,570.590,581.650,S004
"beautiful silk fabrics passed into Dallae's hands while Sundeok-eomeom watches jealously. Characters: Dallae (young seamstress in faded white jeogori), Sundeok-eomeom (stout kitchen woman in apron). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",그날 이후 대감댁의 고운 옷감은 하나둘 달래의 손으로 넘어갔습니다 그리고,"그날 이후 대감댁의 고운 옷감은 하나둘 달래의 손으로 넘어갔습니다 그리고 딱 그만큼, 순덕어멈의 눈초리는 날카로워졌어요","달래,순덕어멈",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.400,581.650,594.050,S004
"an empty shelf where a bolt of silk used to be, spring light. Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래가 침방에 자리 잡은 지 석 달쯤 지났을 때였습니다 봄옷을 지으려고 ,달래가 침방에 자리 잡은 지 석 달쯤 지났을 때였습니다 봄옷을 지으려고 들여놓은 명주 한 필이 감쪽같이 사라졌어요,,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.490,594.050,605.540,S005
"commotion in the sewing room, Sundeok-eomeom pointing at Dallae. Characters: Sundeok-eomeom (stout kitchen woman in apron), Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",침방이 발칵 뒤집혔습니다 순덕어멈이 제일 먼저 달래를 가리켰지요,침방이 발칵 뒤집혔습니다 순덕어멈이 제일 먼저 달래를 가리켰지요,"순덕어멈,달래",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.490,605.540,613.030,S005
"Sundeok-eomeom accusing loudly, all eyes turning to Dallae. Characters: Sundeok-eomeom (stout kitchen woman in apron), Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""어제 저녁 침방에 마지막까지 남아 있던 게 저것이에요. 굴러온 돌이 박","""어제 저녁 침방에 마지막까지 남아 있던 게 저것이에요. 굴러온 돌이 박힌 돌 뺀다더니, 딱 그 짝이네."" 사람들의 눈이 모두 달래에게 쏠렸습니다","순덕어멈,달래",chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.810,613.030,626.840,S005
"Dallae kneeling and shaking her head, close-up of her hands clutching her skirt. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래는 무릎을 꿇은 채 고개만 저었어요 말을 할 수 없으니 변명도 할 수,달래는 무릎을 꿇은 채 고개만 저었어요 말을 할 수 없으니 변명도 할 수 없었습니다 달래의 손끝이 치마폭을 꼭 움켜쥐었지요,달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,13.380,626.840,640.220,S005
